Gene_ID,amikacin,amoxicillin/clavulanic acid,ampicillin,ampicillin/sulbactam,cefalotin,cefepime,cefotaxime,cefoxitin,cefpodoxime,ceftiofur,ceftriaxone,cefuroxime,ciprofloxacin,colistin,doripenem,ertapenem,fosfomycin,gentamicin,imipenem,levofloxacin,meropenem,nitrofurantoin,norfloxacin,ofloxacin,piperacillin/tazobactam,polymyxin B,tigecycline,tobramycin,trimethoprim/sulfamethoxazole
573.66391.con.0072,2.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,1.0,,,16.0,,,,,,,,
573.66391.con.0073,2.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,1.0,,,16.0,,,,,,,,
573.66391.con.0074,2.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,1.0,,,16.0,,,,,,,,
573.66391.con.0075,2.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,1.0,,,16.0,,,,,,,,
573.66391.con.0076,2.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,1.0,,,16.0,,,,,,,,
573.66391.con.0077,2.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,1.0,,,16.0,,,,,,,,
573.66391.con.0078,2.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,1.0,,,16.0,,,,,,,,
573.66392.con.0001,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0002,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0003,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0004,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0005,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0006,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0007,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0008,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0009,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0010,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0011,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0012,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0013,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0014,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0015,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0016,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0017,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0018,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0019,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0020,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0021,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0022,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0023,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0024,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0025,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0026,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0027,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0028,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0029,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0030,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0031,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0032,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0033,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0034,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0035,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0036,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0037,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0038,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0039,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0040,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0041,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0042,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0043,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0044,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0045,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0046,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0047,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0048,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0049,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0050,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0051,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0052,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0053,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0054,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0055,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0056,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0057,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0058,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0059,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0060,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0061,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0062,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0063,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0064,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0065,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0066,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0067,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0068,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0069,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0070,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0071,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0072,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0073,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0074,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0075,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0076,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0077,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0078,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0079,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0080,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0081,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0082,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0083,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0084,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0085,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0086,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0087,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0088,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0089,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0090,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0091,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0092,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0093,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0094,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0095,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0096,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0097,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0098,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0099,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0100,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0101,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0102,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0103,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0104,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0105,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0106,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0107,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0108,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0109,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0110,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0111,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0112,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0113,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0114,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0115,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0116,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0117,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0118,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0119,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0120,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0121,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0122,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0123,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0124,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0125,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0126,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0127,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0128,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0129,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0130,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0131,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0132,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0133,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0134,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0135,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0136,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0137,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0138,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0139,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
573.66392.con.0140,16.0,32.0,32.0,,,,64.0,64.0,,,,64.0,,,,8.0,,16.0,,,16.0,,,,,,,,
